,index,category,brand_name,name,price,sku_number,id,rating,url
2007,6087,Face Serums,Perricone MD,High Potency Evening Repair,$115.00,1184555,P243238,4.3678,http://www.sephora.com/high-potency-evening-repair-P243238
2008,6088,Face Serums,REN,Keep Young And Beautiful™ Instant Firming Beauty Shot,$54.00,1671270,P391761,4.0538,http://www.sephora.com/keep-young-beautiful-tm-instant-firming-beauty-shot-P391761
2009,6089,Face Serums,Dr. Brandt Skincare,MAGNETIGHT™ Age-Defier Bundle,$75.00,1906676,P416401,5.0,http://www.sephora.com/magnetight-age-defier-bundle-P416401
2010,6090,Face Serums,Algenist,REVEAL Concentrated Color Correcting Drops,$38.00,1789999,P406531,3.7612,http://www.sephora.com/reveal-concentrated-color-correcting-drops-P406531
2011,6091,Face Serums,philosophy,Clear Days Ahead™ Oil-Free Salicylic Acid Acne Treatment & Moisturizer,$39.00,1417203,P312002,3.943,http://www.sephora.com/clear-days-ahead-oil-free-salicylic-acid-acne-treatment-moisturizer-P312002
2012,6092,Face Serums,Skin Inc.,Vitamin C Serum REBALANCE & TACKLE PORES,$45.00,1658012,P391632,3.85,http://www.sephora.com/vitamin-c-serum-rebalance-tackle-pores-P391632
2013,6093,Face Serums,Clarins,Hydra-Essentiel Bi-Phase Serum,$59.00,1923788,P415625,5.0,http://www.sephora.com/hydra-essentiel-bi-phase-serum-P415625
2014,6094,Face Serums,Caudalie,Premier Cru The Elixir,$99.00,1676881,P392250,4.2647,http://www.sephora.com/premier-cru-elixir-P392250
2015,6095,Face Serums,Perricone MD,Concentrated Restorative Treatment,$115.00,1159755,P211305,4.4808,http://www.sephora.com/concentrated-restorative-treatment-P211305
2016,6096,Face Serums,Clarins,Shaping Facial Lift Total V Contouring Serum,$81.00,1653633,P391673,3.8571,http://www.sephora.com/shaping-facial-lift-total-v-contouring-serum-P391673
2017,6097,Face Serums,AmorePacific,Moisture Bound Rejuvenating Serum,$100.00,1328053,P282614,4.3478,http://www.sephora.com/moisture-bound-rejuvenating-serum-P282614
2018,6098,Face Serums,Dr. Brandt Skincare,Needles No More® 3-D Filler Mask,$95.00,1768134,P404010,3.6510000000000002,http://www.sephora.com/needles-no-more-3-d-filler-mask-P404010
2019,6099,Face Serums,Peter Thomas Roth,Un-Wrinkle® FastActing Serum,$120.00,1664515,P390684,4.05,http://www.sephora.com/un-wrinkle-fast-acting-serum-P390684
2020,6100,Face Serums,Peter Thomas Roth,Instant Firmx™,$48.00,1284413,P271682,3.678,http://www.sephora.com/instant-firmx-P271682
2021,6101,Face Serums,Murad,Complete Reform,$78.00,1335918,P285140,4.5132,http://www.sephora.com/complete-reform-P285140
2022,6102,Face Serums,Dr. Jart+,Pore Master Patch,$7.5,1622406,P386839,3.2857,http://www.sephora.com/pore-master-patch-P386839
2023,6103,Face Serums,Skin Inc.,Hyaluronic Acid Serum LONG-LASTING HYDRATION,$45.00,1657964,P391636,3.7812,http://www.sephora.com/hyaluronic-acid-serum-long-lasting-hydration-P391636
2024,6104,Face Serums,Dr. Brandt Skincare,Do Not Age with Dr. Brandt Transforming Pearl Serum,$152.00,1564491,P383054,4.2308,http://www.sephora.com/do-not-age-with-dr-brandt-transforming-pearl-serum-P383054
2025,6105,Face Serums,Perricone MD,OVM,$170.00,1771989,P408803,4.875,http://www.sephora.com/ovm-P408803
2026,6106,Face Serums,SK-II,Facial Treatment Repair C,$170.00,1448703,P375856,4.2143,http://www.sephora.com/facial-treatment-repair-c-P375856
2027,6107,Face Serums,CLINIQUE,Acne Solutions Emergency Gel-Lotion,$17.50,1027523,P188311,4.1707,http://www.sephora.com/acne-solutions-emergency-gel-lotion-P188311
2028,6108,Face Serums,bareMinerals,BRILLIANT FUTURE™ Age Defense & Renew Serum,$50.00,1928472,P416394,4.0,http://www.sephora.com/brilliant-future-tm-age-defense-renew-serum-P416394
2029,6109,Face Serums,DERMAdoctor,Kakadu C ™ Serum,$95.00,1675891,P393238,4.1296,http://www.sephora.com/kakadu-c-serum-P393238
2030,6110,Face Serums,Kate Somerville,Quench Hydrating Face Serum,$75.00,1167105,P232922,4.2675,http://www.sephora.com/quench-hydrating-face-serum-P232922
2031,6111,Face Serums,bareMinerals,ETERNALIXIR™ Skin-Volumizing Oil Serum,$55.00,1928506,P416396,5.0,http://www.sephora.com/eternalixir-tm-skin-volumizing-oil-serum-P416396
2032,6112,Face Serums,Tria,Overnight Brightening Boost Facial,$65.00,1675362,P392100,5.0,http://www.sephora.com/overnight-brightening-boost-facial-P392100
2033,6113,Face Serums,Kate Somerville,Age Arrest Anti-Wrinkle Serum,$95.00,1750934,P399754,4.1429,http://www.sephora.com/age-arrest-anti-wrinkle-serum-P399754
2034,6114,Face Serums,Lancer,Lift Serum Intense with Stem Cell Recovery Complex,$275.00,1810258,P406736,5.0,http://www.sephora.com/lift-serum-intense-with-stem-cell-recovery-complex-P406736
2035,6115,Face Serums,Peter Thomas Roth,Camu Camu Power C x 30™ Vitamin C Brightening Serum,$85.00,1446145,P375420,4.1779,http://www.sephora.com/camu-camu-power-c-x-30-trade-vitamin-c-brightening-serum-P375420
2036,6116,Face Serums,DERMAdoctor,Calm Cool & Corrected,$85.00,784421,P73517,4.0075,http://www.sephora.com/calm-cool-corrected-P73517
2037,6117,Face Serums,Jack Black,Protein Booster Skin Serum,$62.00,1176163,P236605,4.7561,http://www.sephora.com/protein-booster-skin-serum-P236605
2038,6118,Face Serums,Farmacy,Invincible Root Cell Anti-Aging Serum,$65.00,1760040,P400251,4.1591,http://www.sephora.com/invincible-root-cell-anti-aging-serum-P400251
2039,6119,Face Serums,Algenist,GENIUS White Brightening Essence,$115.00,1691732,P393644,4.5714,http://www.sephora.com/genius-white-brightening-essence-P393644
2040,6120,Face Serums,Skin Inc.,Licorice Serum CALM IRRITATED SKIN,$45.00,1657972,P391618,3.875,http://www.sephora.com/licorice-serum-calm-irritated-skin-P391618
2041,6121,Face Serums,Estée Lauder,Idealist Pore Minimizing Skin Refinisher,$57.0,1468172,P379998,4.0952,http://www.sephora.com/idealist-pore-minimizing-skin-refinisher-P379998
2042,6122,Face Serums,Peter Thomas Roth,PROfessional Strength MicroPoint PM Patch System Advanced Eye Wrinkle Treatment,$88.00,1775352,P404324,3.0,http://www.sephora.com/professional-strength-micropoint-pm-patch-system-advanced-eye-wrinkle-treatment-P404324
2043,6123,Face Serums,Guerlain,Abeille Royale Daily Repair Serum,$150.00,1693076,P397052,2.875,http://www.sephora.com/abeille-royale-daily-repair-serum-P397052
2044,6124,Face Serums,Murad,Acne Spot Fast Fix,$18.00,1602853,P385326,3.2893,http://www.sephora.com/acne-spot-fast-fix-P385326
2045,6125,Face Serums,Kane NY,Serum Savant,$250.00,1822154,P407101,4.1667,http://www.sephora.com/serum-savant-P407101
2046,6126,Face Serums,AmorePacific,All Day Balancing Care Serum,$200.00,1882836,P412405,5.0,http://www.sephora.com/all-day-balancing-care-serum-P412405
2047,6127,Face Serums,Estée Lauder,Enlighten Dark Spot Correcting Night Serum,$64.0,1658251,P389528,3.8974,http://www.sephora.com/enlighten-dark-spot-correcting-night-serum-P389528
2048,6128,Face Serums,Clearogen,Benzoyl Peroxide Acne Lotion,$32.00,1608868,P385455,3.7619,http://www.sephora.com/benzoyl-peroxide-acne-lotion-P385455
2049,6129,Face Serums,CLINIQUE,Turnaround Revitalizing Serum,$44.50,1689157,P302900,4.3866,http://www.sephora.com/turnaround-revitalizing-serum-P302900
2050,6130,Face Serums,Tatcha,Luminous Deep Hydration Firming Serum,$95.00,1742329,P399624,3.6552,http://www.sephora.com/luminous-deep-hydration-firming-serum-P399624
2051,6131,Face Serums,First Aid Beauty,FAB Skin Lab 10% AHA Resurfacing Liquid,$55.00,1899186,P416826,0.0,http://www.sephora.com/fab-skin-lab-10-aha-resurfacing-liquid-P416826
2052,6132,Face Serums,VERSO SKINCARE,Super Facial Serum,$120.00,1561091,P382016,4.2051,http://www.sephora.com/super-facial-serum-P382016
2053,6133,Face Serums,Lancer,Advanced C Radiance Cream with Vitamin C Collagen Cofactor 10x,$85.00,1747849,P399751,4.1818,http://www.sephora.com/advanced-c-radiance-cream-vitamin-c-collagen-cofactor-P399751
2054,6134,Face Serums,Fresh,Peony Spot-Correcting Brightening Essence,$67.00,1596139,P385044,3.9655,http://www.sephora.com/peony-spot-correcting-brightening-essence-P385044
2055,6135,Face Serums,Lancôme,Visionnaire 1-Minute Blur,$57.00,1574342,P385023,3.844,http://www.sephora.com/visionnaire-1-minute-blur-P385023
2056,6136,Face Serums,Peter Thomas Roth,Acne Spot and Area Treatment,$19.00,1843770,P410884,4.1707,http://www.sephora.com/acne-spot-area-treatment-P410884
2057,6137,Face Serums,DERMAdoctor,Wrinkle Revenge® Ultimate Hyaluronic Serum,$68.00,1395649,P302932,4.0541,http://www.sephora.com/wrinkle-revenge-ultimate-hyaluronic-serum-P302932
2058,6318,Face Serums,Dr. Dennis Gross Skincare,All-Over Blemish Solution,$42.00,945352,P158531,4.0,http://www.sephora.com/all-over-blemish-solution-P158531
2059,6319,Face Serums,Dior,Capture XP Ultimate Deep Wrinkle Correction Serum,$135.00,1413525,P201721,4.3171,http://www.sephora.com/capture-xp-ultimate-deep-wrinkle-correction-serum-P201721
2060,6320,Face Serums,Dior,Capture Totale Le Sérum,$165.00,1675172,P392521,3.4,http://www.sephora.com/capture-totale-le-serum-P392521
2061,6321,Face Serums,Lancer,Intensive Night Treatment with Hylaplex® and Marula Oil,$155.00,1748029,P399747,4.6,http://www.sephora.com/intensive-night-treatment-hylaplex-marula-oil-P399747
2062,6322,Face Serums,philosophy,The Microdelivery Triple-Acid Brightening Peel,$70.00,1392695,P302800,4.0995,http://www.sephora.com/the-microdelivery-triple-acid-brightening-peel-P302800
2063,6323,Face Serums,COVER FX,Custom Blot Drops,$42.00,1826916,P408512,2.7889999999999997,http://www.sephora.com/custom-blot-drops-P408512
2064,6324,Face Serums,SK-II,Ultimate Revival Serum,$325.00,1448729,P375855,2.1667,http://www.sephora.com/ultimate-revival-serum-P375855
2065,6325,Face Serums,KAPLAN MD,Cellular Rejuvenating Concentrate,$170.00,1682269,P392459,4.5,http://www.sephora.com/cellular-rejuvenating-concentrate-P392459
2066,6326,Face Serums,Shiseido,Bio-Performance Super Corrective Serum,$80.00,1236496,P257704,4.2764,http://www.sephora.com/bio-performance-super-corrective-serum-P257704
2067,6327,Face Serums,Murad,Advanced Active Radiance® Serum,$90.00,1172246,P234920,4.2613,http://www.sephora.com/advanced-active-radiance-serum-P234920
2068,6328,Face Serums,Perricone MD,High Potency Amine Complex Face Lift,$110.00,1184514,P243237,4.3226,http://www.sephora.com/high-potency-amine-complex-face-lift-P243237
2069,6329,Face Serums,CLINIQUE,Clinique Smart Treatment Oil,$44.00,1716364,P398613,4.7368,http://www.sephora.com/clinique-smart-treatment-oil-P398613
2070,6330,Face Serums,NARS,Instant Line and Pore Perfector,$28.00,1577493,P384867,2.7536,http://www.sephora.com/instant-line-pore-perfector-P384867
2071,6331,Face Serums,Skin Inc.,Ceramide Serum STRENGTHEN & SOOTHE,$45.00,1657949,P391638,4.5,http://www.sephora.com/ceramide-serum-strengthen-soothe-P391638
2072,6332,Face Serums,Bobbi Brown,Intensive Skin Supplement,$74.00,1292796,P270591,4.0952,http://www.sephora.com/intensive-skin-supplement-P270591
2073,6333,Face Serums,First Aid Beauty,Anti-Redness Serum,$36.00,1217769,P248409,3.3863,http://www.sephora.com/anti-redness-serum-P248409
2074,6334,Face Serums,Dior,Diorsnow White Perfection Anti-Spot & Transparency Brightening Serum,$165.00,1675230,P395620,4.4,http://www.sephora.com/diorsnow-white-perfection-anti-spot-transparency-brightening-serum-P395620
2075,6335,Face Serums,Origins,Dr. Andrew Weil For Origins™ Mega-Bright Dark Spot Correcting Serum,$57.0,1840875,P408237,3.1429,http://www.sephora.com/dr-andrew-weil-for-origins-mega-bright-dark-spot-correcting-serum-P408237
2076,6336,Face Serums,Lancer,Younger® Pure Youth Serum with MIMIXYL™,$275.00,1809557,P406610,5.0,http://www.sephora.com/younger-pure-youth-serum-with-mimixyl-P406610
2077,6337,Face Serums,Dr. Dennis Gross Skincare,Hydra-Pure™ Vitamin C Brightening Serum,$95.00,1014455,P184113,4.1194,http://www.sephora.com/hydra-pure-vitamin-c-brightening-serum-P184113
2078,6338,Face Serums,Anthony,High Performance Vitamin C Facial Serum,$46.00,1605674,P72704,4.6,http://www.sephora.com/high-performance-vitamin-c-facial-serum-P72704
2079,6339,Face Serums,Algenist,Concentrated Reconstructing Serum,$98.00,1328814,P282934,4.186,http://www.sephora.com/concentrated-reconstructing-serum-P282934
2080,6340,Face Serums,Caudalie,Polyphenol C15 Anti-Wrinkle Defense Serum,$62.00,1604388,P385549,4.1389,http://www.sephora.com/polyphenol-c15-anti-wrinkle-defense-serum-P385549
2081,6341,Face Serums,Peter Thomas Roth,Un-Wrinkle® Turbo Face Serum,$150.00,1406545,P306946,3.8056,http://www.sephora.com/un-wrinkle-turbo-face-serum-P306946
2082,6342,Face Serums,SK-II,Signs Up-Lifter,$270.00,1448711,P375858,3.0,http://www.sephora.com/signs-up-lifter-P375858
2083,6343,Face Serums,Kate Somerville,EradiKate™ To-Go Acne Treatment,$22.0,1778356,P405031,2.9623,http://www.sephora.com/eradikate-to-go-acne-treatment-P405031
2084,6344,Face Serums,REN,Bio Retinoid Anti-Wrinkle Concentrate Oil,$60.00,1431436,P311126,4.2073,http://www.sephora.com/bio-retinoid-anti-wrinkle-concentrate-oil-P311126
2085,6345,Face Serums,Karuna,Brightening+ Face Mask,$8.0,1609817,P386020,4.3137,http://www.sephora.com/brightening-face-mask-P386020
2086,6346,Face Serums,SK-II,Facial Lift Emulsion,$130.00,1448679,P375848,4.44,http://www.sephora.com/facial-lift-emulsion-P375848
2087,6347,Face Serums,Perricone MD,PRE:EMPT SERIES™ The Fixer Solid Oil Balm,$38.00,1897669,P415709,0.0,http://www.sephora.com/pre-empt-series-fixer-solid-oil-balm-P415709
2088,6348,Face Serums,SK-II,Skin Refining Treatment,$160.00,1448489,P375859,4.2,http://www.sephora.com/skin-refining-treatment-P375859
2089,6349,Face Serums,Peter Thomas Roth,De-Spot™ Skin Brightening Corrector,$75.00,1358902,P294406,3.5714,http://www.sephora.com/de-spot-skin-brightening-corrector-P294406
2090,6350,Face Serums,Fresh,Seaberry Skin Nutrition Booster,$46.00,1685916,P394924,4.5179,http://www.sephora.com/seaberry-skin-nutrition-booster-P394924
2091,6351,Face Serums,Murad,Sensitive Skin Soothing Serum,$54.00,654137,P4035,4.2979,http://www.sephora.com/sensitive-skin-soothing-serum-P4035
2092,6352,Face Serums,NuFACE,Gel Primer 24K Gold Complex - Firm,$39.00,1768167,P402693,3.5,http://www.sephora.com/gel-primer-24k-gold-complex-firm-P402693
2093,6353,Face Serums,Origins,Plantscription™ Youth-Renewing Face Oil,$51.00,1560937,P383132,4.6,http://www.sephora.com/plantscription-tm-youth-renewing-face-oil-P383132
2094,6354,Face Serums,NuFACE,SMOOTHER Powerhouse Peptide Serum,$84.00,1629161,P387140,4.6,http://www.sephora.com/smoother-powerhouse-peptide-serum-P387140
2095,6355,Face Serums,Shiseido,Ibuki Multi Solution Gel,$38.00,1685866,P393013,3.8406,http://www.sephora.com/ibuki-multi-solution-gel-P393013
2096,6356,Face Serums,Perricone MD,DMAE Firming Pads,$80.00,1735075,P399649,4.7143,http://www.sephora.com/dmae-firming-pads-P399649
2097,6357,Face Serums,Skin Inc.,Collagen Serum ELASTICITY & SUPPLENESS,$45.00,1657956,P391637,3.375,http://www.sephora.com/collagen-serum-elasticity-suppleness-P391637
2098,6358,Face Serums,Perricone MD,Vitamin C Ester 15,$130.00,1420330,P374202,4.2532,http://www.sephora.com/vitamin-c-ester-15-P374202
2099,6359,Face Serums,Algenist,Catalyst Alguronic Acid Power Treatment,$145.00,1768308,P402603,5.0,http://www.sephora.com/catalyst-alguronic-acid-power-treatment-P402603
2100,6360,Face Serums,Biossance,100% Squalane Oil,$58.00,1923564,P416564,4.9474,http://www.sephora.com/100-squalane-oil-P416564
2101,6361,Face Serums,Perricone MD,Vitamin C Ester Brightening Serum,$105.00,1521384,P378714,4.2885,http://www.sephora.com/vitamin-c-ester-brightening-serum-P378714
2102,6362,Face Serums,Origins,Dr. Weil For Origins™ Mega-Mushroom Skin Relief Advanced Face Serum,$54.00,1629658,P388264,4.2,http://www.sephora.com/dr-weil-for-origins-tm-mega-mushroom-skin-relief-advanced-face-serum-P388264
2103,6363,Face Serums,Tata Harper,Replenishing Nutrient Complex,$48.00,1540376,P379704,4.1667,http://www.sephora.com/replenishing-nutrient-complex-P379704
2104,6364,Face Serums,DERMAdoctor,Photo Dynamic Therapy® 3in1  Facial Lotion With Broad Spectrum SPF 30,$85.00,1302504,P274220,3.9225,http://www.sephora.com/photodynamic-therapy-3-in-1-facial-lotion-broad-spectrum-spf-30-P274220
2105,6365,Face Serums,Clarins,Lotus Face Treatment Oil,$58.00,1528264,P379064,4.2526,http://www.sephora.com/lotus-face-treatment-oil-P379064
2106,6366,Face Serums,DERMAdoctor,POETRY in Lotion®,$75.00,1133701,P230805,4.3533,http://www.sephora.com/poetry-in-lotion-P230805
2107,6367,Face Serums,Yves Saint Laurent,Forever Youth Liberator Serum,$155.00,1811629,P407130,5.0,http://www.sephora.com/forever-youth-liberator-serum-P407130
2108,6368,Face Serums,Shiseido,Bio-Performance Glow Revival Serum,$89.0,1685874,P393014,4.1923,http://www.sephora.com/bio-performance-glow-revival-serum-P393014
2109,6369,Face Serums,Karuna,Hydrating+ Face Mask,$8.0,1609809,P386021,3.9775,http://www.sephora.com/hydrating-face-mask-P386021
2110,6370,Face Serums,Origins,Plantscription™ Powerful Lifting Concentrate,$62.00,1916535,P416814,5.0,http://www.sephora.com/plantscription-tm-powerful-lifting-concentrate-P416814
2111,6371,Face Serums,SK-II,Facial Treatment Oil,$150.00,1815067,P407191,4.4342,http://www.sephora.com/facial-treatment-oil-P407191
2112,6372,Face Serums,Kate Somerville,Quench Oil Free Hydrating Face Serum,$75.00,1395037,P302936,4.4118,http://www.sephora.com/quench-oil-free-hydrating-face-serum-P302936
2113,6373,Face Serums,Dr. Brandt Skincare,Laser FX Bright Serum,$78.00,1640010,P388520,3.7,http://www.sephora.com/laser-fx-bright-serum-P388520
2114,6374,Face Serums,Origins,Super Spot Remover™ Acne Treatment Gel,$16.00,1375690,P297517,4.0188,http://www.sephora.com/super-spot-remover-acne-treatment-gel-P297517
2115,6375,Face Serums,Bobbi Brown,Skin Smoothing Pore Perfector,$40.00,1685460,P393446,3.7907,http://www.sephora.com/skin-smoothing-pore-perfector-P393446
2116,6376,Face Serums,Estée Lauder,Advanced Night Repair Intensive Recovery Ampoules,$110.00,1874718,P411231,4.8,http://www.sephora.com/advanced-night-repair-intensive-recovery-ampoules-P411231
2117,6377,Face Serums,Dior,Hydra Life Pro-Youth Sorbet Essence,$65.00,1675255,P396347,4.5238,http://www.sephora.com/hydra-life-pro-youth-sorbet-essence-P396347
2118,6618,Face Serums,Clearogen,Sulfur Acne Lotion,$32.00,1608678,P385454,4.0476,http://www.sephora.com/sulfur-acne-lotion-P385454
2119,6619,Face Serums,DERMAdoctor,Photodynamic Therapy Age Spot Eraser & Skin Brightener,$60.00,1566058,P384601,3.7692,http://www.sephora.com/photodynamic-therapy-age-spot-eraser-skin-brightener-P384601
2120,6620,Face Serums,Skin Inc.,Lines Be-Gone! Custom-Blended Serum,$90.00,1658095,P391624,4.15,http://www.sephora.com/lines-be-gone-custom-blended-serum-P391624
2121,6621,Face Serums,CLINIQUE,Pore Refining Solutions Correcting Serum,$46.00,1318658,P282920,3.8641,http://www.sephora.com/pore-refining-solutions-correcting-serum-P282920
2122,6622,Face Serums,Estée Lauder,Clear Difference Advanced Blemish Serum,$85.00,1610443,P386614,4.1892,http://www.sephora.com/clear-difference-advanced-blemish-serum-P386614
2123,6623,Face Serums,Perricone MD,Cold Plasma Anti-Aging Face Treatment,$162.00,1212265,P246532,3.4019999999999997,http://www.sephora.com/cold-plasma-anti-aging-face-treatment-P246532
2124,6624,Face Serums,belif,Classic Essence Increment,$46.00,1686377,P394635,4.4167,http://www.sephora.com/classic-essence-increment-P394635
2125,6625,Face Serums,Perricone MD,Serum Prep,$160.00,1159797,P211334,4.4651,http://www.sephora.com/serum-prep-P211334
2126,6626,Face Serums,REN,Radiance Perfection Serum,$55.00,1348903,P291202,4.0476,http://www.sephora.com/radiance-perfecting-serum-P291202
2127,6627,Face Serums,Guerlain,Midnight Secret Late Night Recovery Treatment,$29.50,1818772,P408678,4.5,http://www.sephora.com/midnight-secret-late-night-recovery-treatment-P408678
2128,6628,Face Serums,philosophy,Uplifting Miracle Worker Moisturizer Booster,$55.00,1808443,P409959,2.8462,http://www.sephora.com/uplifting-miracle-worker-moisturizer-booster-P409959
2129,6629,Face Serums,Skin Laundry,Wrinkle Release Repair Treatment with Retinol,$40.00,1897560,P416591,5.0,http://www.sephora.com/wrinkle-release-repair-treatment-with-retinol-P416591
2130,6630,Face Serums,Murad,Blackhead and Pore Clearing Duo,$52.00,1538271,P379905,3.4302,http://www.sephora.com/blackhead-pore-clearing-duo-P379905
2131,6631,Face Serums,Anthony,High Performance Vitamin A Facial Treatment,$49.00,1605484,P72705,4.3,http://www.sephora.com/high-performance-vitamin-a-facial-treatment-P72705
2132,6632,Face Serums,Shiseido,Future Solution LX Ultimate Regenerating Serum,$225.00,1393818,P296864,4.75,http://www.sephora.com/future-solution-lx-ultimate-regenerating-serum-P296864
2133,6633,Face Serums,Skin Inc.,Chlorella Serum BRIGHTEN & TACKLE SPOTS,$45.00,1657980,P391635,3.5294,http://www.sephora.com/chlorella-serum-brighten-tackle-spots-P391635
2134,6634,Face Serums,Clarins,HydraQuench Intensive Serum Bi-Phase,$59.00,1466390,P382971,4.4211,http://www.sephora.com/hydraquench-intensive-serum-bi-phase-P382971
2135,6635,Face Serums,Clarisonic,Sonic Radiance™ Brightening Solution Brightening Activator Serum,$65.00,1656784,P391773,4.4737,http://www.sephora.com/sonic-radiance-brightening-solution-brightening-activator-serum-P391773
2136,6636,Face Serums,Perricone MD,Chia Serum,$85.00,1507060,P377740,3.75,http://www.sephora.com/chia-serum-P377740
2137,6637,Face Serums,Laura Mercier,Flawless Skin Repair Serum,$98.00,1332881,P280938,4.6667,http://www.sephora.com/flawless-skin-repair-serum-P280938
2138,6638,Face Serums,AmorePacific,Green Tea Seed Treatment Oil,$195.00,1394055,P302941,3.5,http://www.sephora.com/green-tea-seed-treatment-oil-P302941
2139,6639,Face Serums,CLINIQUE,Sculptwear Lift and Contour Serum for Face and Neck,$54.5,1726207,P402111,3.625,http://www.sephora.com/sculptwear-lift-contour-serum-for-face-neck-P402111
2140,6640,Face Serums,Skin Inc.,Get Glowin’ Custom-Blended Serum Set,$90.00,1658103,P391623,4.52,http://www.sephora.com/get-glowin-custom-blended-serum-set-P391623
2141,6641,Face Serums,Peter Thomas Roth,Pore Putty™ Pore And Wrinkle Reducer,$38.00,1699263,P394548,3.75,http://www.sephora.com/pore-putty-pore-wrinkle-reducer-P394548
2142,6642,Face Serums,Dr. Dennis Gross Skincare,Dark Spot Sun Defense Broad Spectrum SPF 50,$42.00,1680818,P394353,3.5254,http://www.sephora.com/dark-spot-sun-defense-broad-spectrum-spf-50-P394353
2143,6643,Face Serums,FARSÁLI,Unicorn Essence,$54.00,1931526,P417141,4.8333,http://www.sephora.com/unicorn-essence-P417141
2144,6644,Face Serums,philosophy,Clear Days Ahead™ Overnight Repair Salicylic Acid Acne Treatment Pads,$42.00,1417211,P312003,4.3967,http://www.sephora.com/clear-days-ahead-overnight-repair-salicylic-acid-acne-treatment-pads-P312003
2145,6645,Face Serums,Skin Inc.,Coenzyme Q10 Serum ENERGIZE & RENEW,$45.00,1657931,P391639,4.0,http://www.sephora.com/coenzyme-q10-serum-energize-renew-P391639
2146,6646,Face Serums,Lancer,Dani Glowing Skin Perfector,$95.00,1780956,P404485,3.5172,http://www.sephora.com/dani-glowing-skin-perfector-P404485
2147,6647,Face Serums,Dior,Diorsnow White Reveal Ultra Purifying Liquid,$100.00,1512755,P308807,3.8333,http://www.sephora.com/diorsnow-white-reveal-ultra-purifying-fluid-P308807
2148,6648,Face Serums,Vita Liberata,Self Tanning Anti Age Serum,$45.00,1796259,P406774,3.4138,http://www.sephora.com/self-tanning-anti-age-serum-P406774
2149,6649,Face Serums,REN,Keep Young and Beautiful Firming and Smoothing Serum,$65.00,1263318,P271683,3.8718,http://www.sephora.com/keep-young-and-beautiful-firming-and-smoothing-serum-P271683
2150,6650,Face Serums,Estée Lauder,Clear Difference Oil Control/Mattifying Hydrating Gel,$52.00,1680842,P392894,3.7647,http://www.sephora.com/clear-difference-oil-control-mattifying-hydrating-gel-P392894
2151,6651,Face Serums,Algenist,ELEVATE Firming & Lifting Contouring Serum,$108.00,1862499,P410808,4.0769,http://www.sephora.com/elevate-firming-lifting-contouring-serum-P410808
2152,6652,Face Serums,boscia,Clear Complexion Willow Bark Spot Treatment,$18.00,1164110,P61210,3.8434,http://www.sephora.com/clear-complexion-willow-bark-spot-treatment-P61210
2153,6653,Face Serums,Dermarche Labs,BioREWIND™ AM Full-Spectrum Antioxidant Serum,$125.00,1872134,P411500,5.0,http://www.sephora.com/biorewind-am-full-spectrum-antioxidant-serum-P411500
2154,6654,Face Serums,Kate Somerville,KateCeuticals™ Restor8 Replenishing Serum,$170.00,1851047,P409918,5.0,http://www.sephora.com/kateceuticals-restor8-replenishing-serum-P409918
2155,6655,Face Serums,Peter Thomas Roth,FIRMx Growth Factor Extreme Neuropeptide Serum,$150.00,1234103,P257103,4.156000000000001,http://www.sephora.com/firmx-growth-factor-extreme-neuropeptide-serum-P257103
2156,6656,Face Serums,DERMAdoctor,Ain’t Misbehavin’® Intensive 10% Sulfur Acne Mask & Emergency Spot Treatment,$48.00,1817972,P407176,4.1,http://www.sephora.com/ain-t-misbehavin-intensive-10-sulfur-acne-mask-emergency-spot-treatment-P407176
2157,6657,Face Serums,NuFACE,LIFTER Vitamin C & Hyaluronic Acid Serum,$84.00,1629179,P387139,4.0,http://www.sephora.com/lifter-vitamin-c-hyaluronic-acid-serum-P387139
2158,6658,Face Serums,REN,Rose O12 Moisture Defence Oil,$80.00,1149277,P228404,4.3333,http://www.sephora.com/rose-o12-moisture-defence-oil-P228404
2159,6659,Face Serums,NuFACE,Gel Primer 24K Gold Complex - Brighten,$39.00,1768175,P402694,3.75,http://www.sephora.com/gel-primer-24k-gold-complex-brighten-P402694
2160,6660,Face Serums,Kate Somerville,Dilo Oil Restorative Treatment,$65.00,1555234,P382353,4.4175,http://www.sephora.com/dilo-oil-restorative-treatment-P382353
2161,6661,Face Serums,Perricone MD,Acyl-Glutathione,$185.0,1331065,P282932,4.1532,http://www.sephora.com/acyl-glutathione-P282932
2162,6662,Face Serums,Clarins,Mission Perfection Serum,$74.00,1747708,P399981,4.0938,http://www.sephora.com/mission-perfection-serum-P399981
2163,6663,Face Serums,Clarins,Booster Energy,$39.00,1858380,P410655,4.4,http://www.sephora.com/booster-energy-P410655
2164,6664,Face Serums,L’Occitane,Immortelle Divine Extract,$116.00,1660414,P394691,4.5,http://www.sephora.com/immortelle-divine-extract-P394691
2165,6665,Face Serums,Algenist,Multi-Perfecting Pore Corrector Concentrate,$75.00,1490218,P377377,3.6607,http://www.sephora.com/multi-perfecting-pore-corrector-concentrate-P377377
2166,6666,Face Serums,The Estée Edit,Radiance Activator Treat + Prep + Glow,$55.00,1830553,P411020,4.4406,http://www.sephora.com/radiance-activator-treat-prep-glow-P411020
2167,6667,Face Serums,CLINIQUE,Turnaround Revitalizing Treatment Oil,$36.00,1677228,P394822,4.4444,http://www.sephora.com/turnaround-revitalizing-treatment-oil-P394822
